id,name,age,job,balance,housing,loan,y
3755,John,27,Scientist,4191,yes,yes,no
3756,Liam,25,Doctor,3540,no,yes,yes
3757,Sophia,52,Nurse,2508,no,no,yes
3758,Bob,40,Lawyer,2371,no,yes,no
3759,John,59,Lawyer,2045,yes,no,no
3760,Emma,38,Nurse,4578,yes,yes,yes
3761,John,46,Manager,4727,no,yes,no
3762,Alice,59,Nurse,1741,no,yes,yes
3763,Doe,30,Doctor,807,no,yes,no
3764,Olivia,25,Analyst,3135,no,no,yes
3765,Bob,51,Artist,4287,no,no,yes
3766,Olivia,53,Manager,2104,no,yes,no
3767,Jane,26,Doctor,4472,yes,yes,yes
3768,John,52,Doctor,2914,no,no,yes
3769,Bob,41,Teacher,4620,no,no,no
3770,Jane,46,Analyst,4637,yes,yes,yes
3771,Sophia,43,Engineer,2742,yes,no,no
3772,Olivia,29,Analyst,3381,yes,no,no
3773,Charlie,29,Doctor,3808,no,yes,yes
3774,Doe,59,Lawyer,1702,no,no,no
3775,Doe,40,Programmer,2177,no,yes,no
3776,Sophia,28,Artist,4434,no,yes,no
3777,Charlie,44,Doctor,2966,yes,yes,yes
3778,Jane,32,Engineer,1186,no,yes,yes
3779,Sophia,56,Teacher,3927,no,yes,yes
3780,Sophia,28,Manager,1690,yes,no,yes
3781,Sophia,56,Programmer,2344,yes,no,no
3782,Alice,47,Lawyer,1545,no,yes,yes
3783,Doe,57,Scientist,3528,yes,yes,no
3784,Bob,41,Lawyer,3939,yes,no,yes
3785,Emma,22,Manager,1487,no,no,yes
3786,Alice,32,Analyst,888,yes,no,yes
3787,Jane,60,Doctor,4239,no,yes,yes
3788,Charlie,27,Lawyer,4377,no,yes,no
3789,Liam,29,Teacher,1212,yes,yes,no
3790,Charlie,34,Manager,1213,yes,no,yes
3791,Liam,30,Teacher,2763,no,yes,no
3792,Doe,22,Manager,1455,yes,no,no
3793,Alice,22,Scientist,3036,no,no,yes
3794,Bob,46,Engineer,3592,no,no,yes
3795,Liam,44,Engineer,2720,yes,yes,yes
3796,Jane,38,Nurse,1808,yes,no,yes
3797,Bob,30,Nurse,1808,yes,yes,yes
3798,Liam,54,Nurse,1771,no,no,yes
3799,Olivia,38,Analyst,806,no,no,yes
3800,Olivia,58,Manager,3948,no,yes,no
3801,Alice,60,Manager,3378,no,no,yes
3802,John,47,Programmer,2034,yes,no,yes
3803,Liam,26,Scientist,884,yes,no,no
3804,Emma,23,Engineer,2160,no,yes,no
3805,Liam,44,Nurse,4352,yes,no,no
3806,Alice,43,Analyst,2034,yes,yes,no
3807,Liam,31,Lawyer,3808,yes,yes,yes
3808,Jane,41,Doctor,1055,yes,yes,no
3809,Jane,26,Artist,1192,no,no,yes
3810,Liam,22,Artist,2274,no,yes,yes
3811,Jane,23,Artist,1565,no,yes,yes
3812,John,55,Artist,4732,no,yes,yes
3813,John,60,Teacher,1437,no,yes,yes
3814,John,35,Teacher,838,no,yes,yes
3815,John,29,Nurse,3600,no,no,no
3816,Olivia,58,Teacher,2127,yes,yes,yes
3817,Doe,37,Programmer,2859,yes,yes,no
3818,Sophia,40,Engineer,3000,yes,no,no
3819,Olivia,30,Lawyer,4911,no,yes,yes
3820,Charlie,31,Scientist,1038,yes,no,yes
3821,Olivia,49,Manager,2030,no,no,yes
3822,Doe,38,Doctor,1853,no,yes,yes
3823,Emma,36,Analyst,2244,yes,yes,no
3824,Olivia,26,Scientist,3296,yes,yes,no
3825,Olivia,52,Scientist,3140,no,no,yes
3826,Sophia,31,Nurse,2931,no,no,yes
3827,Jane,48,Scientist,2173,yes,yes,no
3828,Emma,37,Programmer,1599,no,yes,no
3829,Olivia,52,Teacher,4735,yes,yes,yes
3830,Doe,37,Lawyer,845,no,yes,yes
3831,Olivia,28,Scientist,622,no,no,yes
3832,Charlie,23,Analyst,4405,no,no,no
3833,Doe,29,Doctor,1798,yes,yes,yes
3834,Jane,57,Artist,3841,no,yes,yes
3835,Doe,25,Analyst,3663,no,yes,no
3836,Emma,51,Programmer,1225,yes,no,yes
3837,Jane,46,Scientist,3977,yes,yes,no
3838,Doe,48,Engineer,4709,no,yes,yes
3839,Jane,24,Lawyer,1207,yes,no,no
3840,Bob,55,Programmer,4966,no,yes,yes
3841,Jane,59,Analyst,1578,no,yes,no
3842,Bob,41,Manager,2583,yes,no,no
3843,Doe,42,Engineer,1045,no,no,no
3844,Alice,53,Teacher,4146,yes,yes,yes
3845,Sophia,30,Teacher,1982,no,yes,no
3846,Charlie,54,Engineer,804,yes,yes,no
3847,Doe,34,Manager,810,yes,no,no
3848,Doe,25,Engineer,4333,yes,no,no
3849,Sophia,35,Artist,2034,yes,no,no
3850,John,58,Artist,1463,yes,yes,no
3851,Olivia,35,Artist,3518,no,no,yes
3852,Doe,51,Scientist,1091,no,no,yes
3853,Liam,27,Engineer,2535,yes,no,no
3854,Doe,55,Nurse,1796,no,yes,no
3855,Olivia,44,Lawyer,2219,no,no,yes
3856,Alice,26,Scientist,4105,yes,no,yes
3857,Olivia,58,Programmer,715,yes,no,yes
3858,Liam,26,Lawyer,3336,yes,no,yes
3859,Doe,25,Teacher,2998,yes,no,no
3860,Charlie,59,Lawyer,4225,yes,no,no
3861,Charlie,52,Doctor,4508,no,yes,yes
3862,Alice,36,Artist,730,yes,no,no
3863,Olivia,25,Nurse,2759,yes,yes,yes
3864,Bob,52,Engineer,3311,yes,no,no
3865,Emma,27,Engineer,1641,no,yes,no
3866,Charlie,60,Lawyer,2169,yes,no,no
3867,Bob,29,Teacher,2818,yes,yes,no
3868,Jane,57,Nurse,1434,no,yes,no
3869,Jane,38,Lawyer,3543,no,no,no
3870,John,33,Nurse,2715,no,yes,yes
3871,Charlie,46,Artist,3294,no,yes,yes
3872,Charlie,33,Artist,4713,yes,yes,yes
3873,Jane,57,Scientist,1749,no,no,yes
3874,Liam,54,Scientist,2610,no,yes,yes
3875,Liam,28,Lawyer,3099,no,no,yes
3876,Liam,35,Lawyer,2680,no,yes,yes
3877,Doe,24,Manager,2433,yes,no,no
3878,Doe,48,Manager,536,yes,yes,no
3879,Jane,30,Analyst,3507,no,yes,no
3880,Sophia,41,Scientist,2920,yes,no,no
3881,Jane,41,Nurse,1259,no,yes,yes
3882,John,38,Lawyer,4270,yes,yes,no
3883,Emma,25,Nurse,2890,yes,yes,yes
3884,John,53,Doctor,4149,yes,no,no
3885,Alice,22,Scientist,3489,no,no,yes
3886,Jane,25,Scientist,994,yes,yes,yes
3887,Liam,32,Teacher,1241,no,no,yes
3888,Sophia,39,Teacher,2027,yes,no,yes
3889,Charlie,23,Engineer,1638,yes,no,yes
3890,Jane,34,Engineer,4525,yes,yes,no
3891,Emma,31,Teacher,1365,no,yes,yes
3892,Bob,31,Teacher,4081,yes,yes,yes
3893,Sophia,57,Scientist,3124,no,no,yes
3894,Emma,40,Doctor,2749,yes,yes,yes
3895,Olivia,30,Manager,4713,no,yes,yes
3896,Alice,28,Artist,1967,no,yes,no
3897,Bob,34,Nurse,2563,yes,no,no
3898,Olivia,28,Engineer,4539,yes,no,no
3899,Emma,38,Manager,1642,no,no,no
3900,Alice,23,Lawyer,3803,yes,yes,no
3901,Charlie,34,Lawyer,2304,yes,no,no
3902,Bob,59,Teacher,2673,yes,yes,no
3903,Jane,51,Doctor,4729,no,yes,no
3904,Emma,60,Scientist,4141,yes,no,yes
3905,Liam,32,Scientist,3533,yes,yes,no
3906,Olivia,53,Nurse,4468,no,yes,yes
3907,John,33,Nurse,735,no,yes,yes
3908,Jane,31,Engineer,2469,no,no,no
3909,Sophia,44,Engineer,3065,yes,no,yes
3910,Charlie,31,Lawyer,1356,yes,no,no
3911,Charlie,60,Programmer,4077,yes,no,yes
3912,Emma,53,Manager,1569,yes,no,no
3913,Bob,39,Nurse,4381,yes,no,no
3914,Alice,39,Nurse,3542,no,yes,no
3915,John,59,Doctor,3281,yes,no,no
3916,Emma,26,Analyst,3868,yes,no,yes
3917,Charlie,32,Scientist,2676,yes,no,no
3918,Jane,44,Scientist,798,no,no,no
3919,Emma,32,Teacher,1116,yes,yes,no
3920,Charlie,48,Lawyer,4733,yes,no,no
3921,Sophia,26,Artist,643,no,no,yes
3922,Alice,33,Artist,3283,no,no,yes
3923,Sophia,22,Artist,673,yes,yes,no
3924,Jane,50,Lawyer,1303,yes,no,yes
3925,Olivia,36,Teacher,884,yes,no,yes
3926,Bob,28,Programmer,804,no,no,no
3927,Jane,41,Doctor,3502,yes,yes,yes
3928,Doe,60,Analyst,4416,yes,no,no
3929,John,42,Manager,3528,no,yes,no
3930,John,46,Doctor,3022,no,no,yes
3931,John,47,Engineer,1464,yes,yes,yes
3932,Olivia,29,Analyst,3938,no,yes,no
3933,Alice,28,Teacher,3389,yes,yes,no
3934,Jane,32,Engineer,4064,yes,yes,no
3935,Liam,38,Programmer,4069,no,yes,no
3936,Olivia,44,Teacher,1538,no,yes,yes
3937,Alice,39,Teacher,743,yes,yes,no
3938,Olivia,44,Engineer,3600,no,no,yes
3939,Olivia,34,Analyst,2831,yes,yes,no
3940,Sophia,45,Analyst,1802,yes,yes,yes
3941,Emma,56,Doctor,2075,no,yes,no
3942,Charlie,49,Analyst,4702,no,no,yes
3943,Sophia,57,Teacher,2235,no,no,yes
3944,Doe,43,Lawyer,4860,yes,yes,yes
3945,Alice,48,Doctor,2226,no,yes,yes
3946,Liam,40,Lawyer,2789,yes,yes,yes
3947,Liam,47,Artist,4126,yes,yes,yes
3948,Liam,49,Artist,4037,no,no,no
3949,Olivia,49,Scientist,2213,no,no,no
3950,Jane,38,Programmer,1880,yes,yes,no
3951,Doe,30,Analyst,531,no,no,no
3952,Doe,36,Nurse,2921,yes,no,no
3953,Bob,54,Scientist,3144,yes,yes,no
3954,Doe,46,Manager,1224,no,yes,yes
3955,Sophia,56,Analyst,2474,yes,yes,no
3956,Doe,54,Engineer,1327,yes,yes,yes
3957,Doe,25,Engineer,3251,no,yes,yes
3958,Jane,44,Analyst,3469,yes,no,yes
3959,Alice,48,Scientist,922,yes,yes,no
3960,Doe,32,Programmer,4485,no,yes,yes
3961,Olivia,37,Nurse,663,yes,no,no
3962,Doe,50,Artist,3308,yes,yes,yes
3963,John,28,Scientist,1752,no,no,yes
3964,Sophia,24,Nurse,4748,no,no,no
3965,John,56,Artist,4895,no,yes,yes
3966,Doe,56,Lawyer,3569,yes,yes,no
3967,Doe,25,Doctor,1561,yes,no,yes
3968,Sophia,34,Manager,1730,yes,no,yes
3969,Liam,31,Analyst,4223,yes,yes,no
3970,Liam,52,Lawyer,4942,yes,yes,yes
3971,Alice,59,Artist,1496,yes,yes,no
3972,Liam,56,Nurse,2326,yes,no,no
3973,Charlie,54,Analyst,2465,no,yes,yes
3974,Doe,53,Doctor,1770,no,no,yes
3975,John,46,Programmer,3735,yes,yes,yes
3976,Charlie,48,Teacher,2887,yes,no,no
3977,Alice,29,Engineer,4872,no,no,no
3978,Liam,57,Lawyer,1297,yes,yes,no
3979,Doe,41,Doctor,2913,yes,yes,no
3980,Doe,29,Teacher,2742,yes,yes,no
3981,Emma,22,Artist,1479,no,no,yes
3982,Sophia,59,Programmer,1921,no,yes,no
3983,Jane,43,Teacher,2121,yes,yes,no
3984,Charlie,51,Doctor,2406,yes,yes,no
3985,Sophia,52,Doctor,1155,yes,yes,yes
3986,Emma,41,Teacher,2783,no,no,yes
3987,Doe,26,Engineer,2778,no,no,no
3988,Emma,33,Analyst,1853,yes,yes,no
3989,Sophia,22,Artist,2982,no,no,no
3990,Alice,24,Scientist,3444,no,no,yes
3991,Charlie,60,Programmer,2057,no,yes,yes
3992,Olivia,29,Manager,4527,yes,no,yes
3993,Bob,46,Nurse,1181,yes,yes,yes
3994,Charlie,28,Teacher,4312,yes,yes,no
3995,Bob,42,Analyst,2616,no,yes,no
3996,Olivia,27,Nurse,2301,no,no,no
3997,Sophia,51,Lawyer,2637,yes,yes,yes
3998,Liam,38,Lawyer,4546,no,no,no
3999,Charlie,59,Engineer,3295,no,yes,no
4000,Liam,31,Teacher,3078,yes,no,no
4001,John,48,Nurse,3218,yes,no,no
4002,Charlie,51,Doctor,4534,yes,yes,yes
4003,Charlie,52,Analyst,3954,no,yes,no
4004,Emma,58,Analyst,826,no,no,no
4005,Doe,38,Teacher,2569,yes,yes,yes
4006,Doe,38,Doctor,3897,yes,yes,no
4007,Olivia,55,Engineer,658,yes,no,yes
4008,John,45,Nurse,1272,yes,no,yes
4009,John,31,Manager,4410,no,yes,no
4010,John,36,Scientist,2266,yes,no,no
4011,John,52,Scientist,1094,no,yes,yes
4012,Bob,33,Lawyer,1067,no,yes,no
4013,Jane,24,Doctor,4238,yes,yes,no
4014,Sophia,58,Lawyer,579,no,no,yes
4015,Liam,50,Nurse,2810,yes,no,yes
4016,Sophia,33,Nurse,2512,yes,yes,yes
4017,Alice,39,Artist,1605,no,yes,no
4018,Jane,26,Artist,3908,yes,no,no
4019,Bob,52,Doctor,2947,yes,no,no
4020,Olivia,52,Analyst,1266,no,yes,no
4021,Olivia,60,Doctor,2927,no,yes,no
4022,Bob,50,Teacher,2916,no,yes,yes
4023,Doe,31,Teacher,1037,yes,yes,yes
4024,Olivia,34,Manager,836,no,yes,no
4025,Liam,53,Lawyer,3676,yes,yes,no
4026,Liam,42,Programmer,4022,no,no,no
4027,Olivia,27,Lawyer,956,no,yes,yes
4028,John,25,Doctor,2654,yes,no,yes
4029,Charlie,50,Doctor,3244,yes,yes,yes
4030,Liam,42,Engineer,2374,no,no,yes
4031,John,49,Teacher,3916,yes,no,yes
4032,Doe,37,Lawyer,868,no,yes,no
4033,Doe,42,Artist,3022,no,no,yes
4034,Emma,45,Teacher,4507,yes,no,no
4035,Doe,39,Analyst,2248,no,yes,no
4036,Liam,47,Engineer,4157,yes,no,yes
4037,John,26,Artist,2673,no,no,yes
4038,Bob,53,Doctor,647,no,yes,yes
4039,Alice,25,Teacher,4351,yes,yes,yes
4040,Bob,23,Engineer,1233,no,yes,yes
4041,John,49,Nurse,2453,yes,no,no
4042,Charlie,47,Scientist,3298,yes,no,yes
4043,Sophia,23,Lawyer,4687,no,yes,yes
4044,Sophia,40,Artist,2728,no,no,no
4045,Olivia,33,Engineer,2837,no,yes,no
4046,Alice,37,Doctor,3179,no,yes,no
4047,John,36,Nurse,1399,no,yes,yes
4048,Sophia,29,Lawyer,752,no,no,no
4049,Liam,41,Artist,3688,yes,no,no
4050,Alice,43,Doctor,4204,no,no,yes
4051,Doe,26,Teacher,2989,no,no,yes
4052,Bob,29,Manager,1910,no,yes,yes
4053,Liam,44,Analyst,4520,no,yes,no
4054,Doe,48,Engineer,2041,no,yes,no
4055,Charlie,51,Teacher,2268,yes,yes,no
4056,Doe,28,Nurse,782,no,no,no
4057,Olivia,41,Artist,4466,no,yes,no
4058,John,23,Programmer,2176,no,yes,yes
4059,Charlie,60,Programmer,1943,yes,no,yes
4060,Emma,47,Scientist,2845,no,no,yes
4061,Doe,56,Engineer,1250,no,yes,yes
4062,Emma,48,Engineer,614,yes,yes,no
4063,Olivia,35,Teacher,3890,yes,no,yes
4064,Jane,23,Manager,2417,yes,yes,no
4065,Jane,59,Analyst,4570,yes,yes,no
4066,Olivia,50,Manager,4952,yes,yes,no
4067,Jane,41,Doctor,609,yes,no,no
4068,John,25,Nurse,2898,no,yes,no
4069,Sophia,47,Analyst,715,yes,yes,no
4070,Alice,34,Artist,2358,no,yes,yes
4071,John,49,Artist,3507,yes,yes,yes
4072,Emma,27,Programmer,2609,no,yes,yes
4073,John,45,Doctor,2991,no,yes,yes
4074,Charlie,41,Doctor,2549,no,yes,yes
4075,Olivia,36,Lawyer,2394,no,yes,no
4076,Jane,40,Manager,936,no,no,yes
4077,Doe,36,Scientist,2028,no,no,yes
4078,Olivia,25,Manager,2236,no,yes,no
4079,Charlie,59,Lawyer,4870,yes,yes,yes
4080,Jane,56,Analyst,3186,no,yes,no
4081,Liam,34,Nurse,4777,yes,no,yes
4082,Liam,57,Scientist,2212,yes,no,no
4083,Olivia,36,Scientist,3139,no,yes,yes
4084,Alice,33,Scientist,3057,no,yes,no
4085,Bob,50,Doctor,4837,no,no,yes
4086,Liam,27,Manager,1607,yes,yes,yes
4087,Olivia,54,Programmer,4698,no,no,yes
4088,Charlie,37,Artist,2938,no,yes,no
4089,Jane,27,Artist,4267,yes,yes,no
4090,Charlie,25,Artist,3359,no,yes,yes
4091,Alice,55,Scientist,3719,no,yes,yes
4092,Charlie,43,Engineer,4365,no,yes,yes
4093,Doe,31,Lawyer,1604,no,yes,yes
4094,Jane,51,Artist,4952,yes,no,no
4095,Jane,46,Lawyer,1732,yes,yes,yes
4096,Charlie,45,Doctor,1081,no,yes,yes
4097,Olivia,48,Nurse,3275,yes,no,yes
4098,Sophia,41,Scientist,3373,yes,yes,yes
4099,John,54,Artist,1092,no,no,yes
4100,Olivia,35,Programmer,4730,no,yes,no
4101,Alice,22,Lawyer,1506,no,yes,yes
4102,John,23,Scientist,726,no,yes,yes
4103,Jane,44,Manager,1418,no,yes,no
4104,Jane,36,Engineer,2756,yes,yes,yes
4105,Emma,35,Programmer,4513,no,yes,yes
4106,Bob,46,Teacher,925,no,no,yes
4107,Bob,47,Programmer,2433,no,yes,yes
4108,John,41,Programmer,1257,no,no,no
4109,John,48,Manager,4816,yes,yes,yes
4110,Bob,33,Engineer,1257,no,no,yes
4111,Charlie,35,Scientist,3874,no,no,yes
4112,Liam,57,Programmer,2305,yes,yes,yes
4113,Liam,57,Programmer,1592,no,no,no
4114,John,38,Artist,2483,yes,no,no
4115,Olivia,56,Lawyer,2875,no,yes,yes
4116,John,37,Engineer,4949,yes,no,yes
4117,Doe,23,Artist,2199,yes,yes,no
4118,Charlie,24,Teacher,3548,no,yes,no
4119,Doe,60,Artist,802,yes,no,yes
4120,Liam,44,Doctor,2021,yes,no,no
4121,Bob,34,Engineer,3539,yes,no,yes
4122,Alice,60,Lawyer,4829,yes,yes,yes
4123,Jane,48,Lawyer,1606,no,yes,yes
4124,Alice,51,Analyst,4760,yes,yes,yes
4125,Alice,45,Nurse,4700,yes,yes,no
4126,Jane,46,Analyst,1513,no,no,no
4127,Charlie,28,Nurse,992,yes,yes,no
4128,Charlie,34,Programmer,1110,no,yes,yes
4129,Doe,34,Engineer,898,no,no,yes
4130,Charlie,52,Teacher,3050,no,yes,no
4131,Charlie,55,Engineer,3715,yes,yes,yes
4132,Emma,49,Nurse,2811,yes,yes,yes
4133,Olivia,26,Scientist,4487,no,yes,yes
4134,Olivia,29,Manager,4240,no,no,no
4135,John,31,Nurse,3404,yes,yes,no
4136,Doe,43,Engineer,849,yes,yes,yes
4137,Liam,29,Doctor,3742,yes,no,yes
4138,Bob,54,Manager,2220,no,yes,yes
4139,Jane,51,Nurse,3440,yes,no,yes
4140,Sophia,26,Artist,4285,no,no,no
4141,Olivia,52,Teacher,4307,no,no,no
4142,Doe,42,Doctor,1837,yes,yes,no
4143,Alice,58,Nurse,4886,yes,yes,no
4144,Emma,28,Manager,3132,no,no,yes
4145,Jane,55,Engineer,1393,no,no,no
4146,Alice,33,Scientist,2287,yes,yes,no
4147,Olivia,51,Lawyer,1456,no,no,yes
4148,Sophia,38,Manager,4341,no,yes,yes
4149,Emma,22,Manager,2101,no,yes,yes
4150,Olivia,60,Lawyer,3874,no,no,yes
4151,Emma,37,Programmer,2350,no,no,no
4152,Olivia,51,Teacher,2590,yes,yes,yes
4153,Emma,30,Artist,1526,no,no,yes
4154,Liam,42,Analyst,4847,yes,yes,yes
4155,Doe,31,Artist,2563,yes,yes,no
4156,Sophia,53,Scientist,3152,no,no,no
4157,Bob,32,Manager,2071,no,no,no
4158,Jane,53,Scientist,2443,no,yes,no
4159,Bob,36,Nurse,829,yes,no,yes
4160,Olivia,44,Artist,4197,yes,no,no
4161,Sophia,60,Manager,2738,yes,yes,yes
4162,Olivia,49,Analyst,1101,yes,yes,yes
4163,Olivia,53,Artist,2413,no,no,yes
4164,Bob,54,Analyst,1347,no,yes,no
4165,John,50,Scientist,961,no,no,no
4166,Alice,41,Nurse,2012,yes,yes,no
4167,Liam,54,Analyst,4519,yes,yes,yes
4168,Alice,23,Engineer,2749,yes,no,yes
4169,Doe,60,Teacher,3372,yes,no,yes
4170,Emma,33,Analyst,4922,no,yes,no
4171,Jane,43,Scientist,1732,yes,yes,no
4172,Alice,50,Analyst,4181,yes,no,no
4173,Doe,53,Programmer,872,yes,yes,no
4174,Jane,53,Doctor,1300,no,no,no
4175,Olivia,23,Scientist,670,yes,yes,no
4176,Bob,53,Doctor,3397,yes,yes,yes
4177,Bob,52,Programmer,2893,yes,yes,no
4178,Sophia,50,Lawyer,2209,yes,no,yes
4179,Liam,28,Teacher,1430,no,yes,yes
4180,Alice,52,Engineer,2019,no,no,no
4181,Sophia,46,Artist,2375,yes,no,no
4182,Doe,22,Scientist,3516,no,no,yes
4183,John,25,Lawyer,3512,no,no,no
4184,Liam,41,Teacher,4068,no,no,yes
4185,John,55,Manager,4911,no,no,no
4186,Alice,57,Teacher,4142,yes,no,no
4187,Alice,25,Manager,1063,no,no,no
4188,Bob,35,Manager,3533,yes,no,yes
4189,Sophia,27,Analyst,1261,yes,yes,no
4190,Charlie,34,Teacher,4757,no,yes,yes
4191,Emma,52,Lawyer,3059,yes,yes,no
4192,Sophia,36,Scientist,3409,no,no,yes
4193,Sophia,46,Manager,4146,yes,yes,no
4194,Charlie,55,Engineer,3078,yes,yes,no
4195,Charlie,45,Doctor,3105,no,yes,no
4196,John,46,Artist,3009,no,yes,no
4197,Emma,40,Scientist,1775,yes,no,no
4198,Alice,53,Nurse,3256,no,yes,no
4199,Doe,59,Scientist,1934,yes,no,no
4200,Olivia,60,Teacher,3865,yes,yes,no
4201,Sophia,22,Manager,1554,yes,yes,yes
4202,Alice,33,Nurse,1301,no,no,yes
4203,Emma,33,Analyst,921,yes,no,no
4204,John,59,Teacher,3442,no,yes,no
4205,John,42,Teacher,1388,no,yes,yes
4206,Bob,50,Manager,4881,no,no,yes
4207,John,53,Programmer,712,no,yes,yes
4208,Charlie,39,Lawyer,3319,yes,yes,no
4209,Emma,57,Lawyer,3798,no,no,no
4210,John,60,Lawyer,4946,no,no,yes
4211,Charlie,31,Nurse,3330,yes,yes,yes
4212,Charlie,44,Analyst,2786,yes,no,yes
4213,Liam,32,Doctor,3610,yes,no,no
4214,Sophia,29,Manager,1816,yes,yes,yes
4215,Sophia,49,Lawyer,4503,yes,yes,no
4216,Doe,57,Manager,3538,yes,no,yes
4217,Doe,44,Lawyer,2380,yes,no,yes
4218,Doe,51,Manager,2261,no,no,yes
4219,John,37,Artist,3237,yes,no,no
4220,Jane,52,Manager,3763,yes,yes,yes
4221,Jane,48,Programmer,2603,yes,no,no
4222,John,54,Engineer,1397,no,no,yes
4223,Alice,52,Nurse,623,no,yes,yes
4224,Olivia,25,Doctor,876,no,no,yes
4225,Bob,47,Nurse,3030,no,no,yes
4226,Emma,40,Doctor,849,no,no,no
4227,Alice,31,Analyst,3481,yes,yes,no
4228,John,33,Manager,2582,no,yes,yes
4229,Charlie,51,Manager,2737,yes,no,yes
4230,John,53,Nurse,2551,no,yes,no
4231,Olivia,27,Nurse,4766,no,yes,no
4232,Liam,30,Scientist,3950,yes,no,yes
4233,John,52,Doctor,4588,yes,yes,yes
4234,John,41,Analyst,3236,no,yes,no
4235,Olivia,41,Engineer,3421,yes,no,no
4236,Liam,36,Scientist,2400,no,no,no
4237,Charlie,38,Doctor,2878,no,no,yes
4238,Emma,54,Nurse,529,yes,no,yes
4239,Sophia,35,Programmer,4048,no,yes,no
4240,John,58,Teacher,551,no,no,no
4241,Charlie,26,Artist,2558,yes,yes,yes
4242,Olivia,36,Scientist,2798,no,yes,yes
4243,Alice,28,Programmer,3501,yes,yes,yes
4244,Sophia,41,Manager,2037,yes,yes,no
4245,Olivia,40,Scientist,3749,yes,no,yes
4246,Jane,33,Scientist,4909,no,no,yes
4247,Alice,24,Analyst,3584,yes,yes,yes
4248,Alice,60,Teacher,4088,yes,no,no
4249,Liam,41,Artist,970,no,no,no
4250,John,46,Analyst,3983,no,yes,yes
4251,Emma,55,Lawyer,1159,yes,no,no
4252,John,22,Doctor,2838,yes,no,yes
4253,Sophia,24,Engineer,4673,no,yes,no
4254,Liam,56,Teacher,1244,yes,yes,no
4255,Liam,56,Nurse,3357,no,yes,yes
4256,Liam,59,Engineer,2486,no,no,yes
4257,Bob,39,Nurse,3860,no,yes,no
4258,Olivia,33,Lawyer,844,no,yes,yes
4259,Alice,27,Lawyer,1426,no,no,no
4260,Jane,45,Doctor,1450,no,no,no
4261,Charlie,41,Programmer,4690,no,yes,no
4262,Alice,59,Scientist,2158,no,no,no
4263,Emma,27,Teacher,1192,no,yes,yes
4264,Bob,54,Engineer,1348,no,no,yes
4265,Emma,29,Artist,3300,no,no,no
4266,Emma,36,Engineer,3865,yes,yes,yes
4267,Doe,40,Artist,606,no,yes,no
4268,John,46,Doctor,3526,yes,no,yes
4269,Olivia,51,Artist,2725,yes,no,yes
4270,Sophia,28,Analyst,1321,yes,yes,no
4271,Olivia,45,Artist,2291,yes,no,yes
4272,Sophia,33,Lawyer,1576,no,no,no
4273,Alice,52,Manager,3043,no,no,yes
4274,Liam,39,Manager,4958,no,yes,no
4275,Charlie,31,Lawyer,4894,no,yes,no
4276,John,26,Teacher,4160,no,yes,yes
4277,Sophia,24,Analyst,1050,yes,yes,yes
4278,John,46,Analyst,3568,no,yes,yes
4279,Emma,49,Artist,1389,no,no,no
4280,Liam,57,Manager,4235,yes,yes,no
4281,Doe,41,Lawyer,1222,no,yes,yes
4282,John,31,Engineer,1559,no,no,no
4283,Olivia,32,Programmer,3548,yes,no,yes
4284,Sophia,22,Nurse,3942,no,yes,yes
4285,Olivia,25,Manager,537,no,yes,yes
4286,Doe,37,Doctor,3416,no,yes,yes
4287,Alice,45,Lawyer,3583,no,yes,yes
4288,Bob,54,Analyst,2854,no,yes,yes
4289,Emma,37,Teacher,2386,yes,yes,no
4290,Alice,54,Nurse,1244,yes,yes,no
4291,Sophia,38,Doctor,3882,no,no,no
4292,Liam,26,Programmer,4021,no,yes,yes
4293,Charlie,26,Artist,1287,no,no,yes
4294,Emma,47,Scientist,2822,yes,yes,no
4295,Sophia,59,Scientist,4507,yes,no,yes
4296,Emma,44,Scientist,1957,yes,yes,yes
4297,Emma,38,Engineer,3000,no,yes,yes
4298,Charlie,23,Teacher,1471,yes,yes,yes
4299,Charlie,33,Manager,2434,yes,yes,no
4300,Bob,28,Doctor,752,no,yes,no
4301,Charlie,27,Doctor,4111,no,yes,yes
4302,Charlie,44,Analyst,3630,no,yes,yes
4303,Doe,39,Lawyer,1538,no,no,yes
4304,Charlie,46,Programmer,571,no,no,yes
4305,Jane,49,Programmer,4233,no,yes,yes
4306,John,37,Teacher,890,no,yes,no
4307,Bob,33,Lawyer,1842,no,yes,yes
4308,Doe,30,Manager,4113,yes,no,no
4309,Charlie,45,Doctor,1929,no,yes,yes
4310,Bob,43,Lawyer,2481,yes,yes,no
4311,Olivia,48,Nurse,3146,yes,yes,yes
4312,Doe,52,Scientist,1868,no,no,yes
4313,Jane,60,Lawyer,3660,yes,no,yes
4314,Alice,41,Manager,2288,no,no,yes
4315,Alice,31,Programmer,4377,yes,no,no
4316,Charlie,59,Manager,2823,no,no,no
4317,Alice,22,Engineer,2298,no,no,yes
4318,John,58,Engineer,2156,yes,no,no
4319,Jane,59,Nurse,2787,no,yes,yes
4320,Jane,50,Lawyer,4743,yes,yes,yes
4321,Sophia,28,Programmer,2745,no,yes,no
4322,Emma,39,Analyst,1103,no,no,no
4323,Sophia,43,Engineer,4273,no,yes,no
4324,Alice,36,Nurse,3649,yes,no,yes
4325,Doe,24,Engineer,2565,no,yes,no
